Charge,Count,Percent,Category(1 violent or 0 non violent)
166(B)(1) PC-CONTEMPT OF COURT:W/PR 646.9,16.0,2.901690543e-06,0
2800.1(B) VC-MOTOR VEH DRIVER EVADE PO BIKE,16.0,2.901690543e-06,0
1768.8(B) WI-ASSAULT ON NON-PRISONER:GBI,16.0,2.901690543e-06,0
CONV 11550 H&S/NO ARREST PRINTS RECEIVED CII,16.0,2.901690543e-06,0
3710.2 LC-FAIL OBSRVE ISSUED/SERVD STOP ORDER,16.0,2.901690543e-06,0
171B PC-FELON ENTER REFORMATORY/NIGHT,16.0,2.901690543e-06,0
601 WI-RUNAWAY,16.0,2.901690543e-06,0
409.5(C) PC-ENTER CLOSED DISASTER AREA,16.0,2.901690543e-06,0
11901 HS-POSSESS RESTRICTED DANGEROUS DRUG,15.0,2.720334884e-06,0
25110 CC-OFFER/SELL UNQUALIFIED SECURITIES,15.0,2.720334884e-06,0
14606(A) VC-HIRE/ETC UNLICENSED DRIVER,15.0,2.720334884e-06,0
141(A) PC-ALTER/ETC EVIDENCE WIT CHRG W/CRIME,15.0,2.720334884e-06,0
25100(C) PC-CRIM STORAGE F/ARM:THIRD DEGREE,15.0,2.720334884e-06,0
237(B) PC-FALSE IMPRISON:ELD/DEP ADLT:VIO/ETC,15.0,2.720334884e-06,0
21221.5 VC-OPR MOTOR SCOOTER UNDER INF,15.0,2.720334884e-06,0
14026(B) WI-MISREP AS MEDI-CAL BENEFICIARY,15.0,2.720334884e-06,0
4463.5(A) VC-MFG/ETC FAKE/ETC LICENSE PLATE,15.0,2.720334884e-06,0
11375.5(A) HS-SELL/ETC SYNTH STIMULNT COMPOUND,15.0,2.720334884e-06,0
13004(F) VC-DUP/POSSESS/ETC ID/FAKE ID CARD,15.0,2.720334884e-06,0
241.4 PC-ASSAULT SCHOOL DISTRICT PEACE OFFICER,15.0,2.720334884e-06,0
8665 GC-STATE OF EMERGENCY VIOLATION,15.0,2.720334884e-06,0
120450.5 PU-FALSE INFO PUB OFF:ENFRCE ARTICLE,15.0,2.720334884e-06,0
666.1 PC-ANY CRIME W/PRIOR PETTY THEFT CONV,15.0,2.720334884e-06,0
1001.5 WI-BRING DRUGS/WEAPONS YOUTH AUTH INST,15.0,2.720334884e-06,0
11377(B)(2) HS-UNLAWFUL POSSESSION OF KETAMINE,15.0,2.720334884e-06,0
38505 VC-NO HELMET:ALL TERRAIN VEHICLE,15.0,2.720334884e-06,0
25189.5(A) HS-ILLEGAL DISPOSAL OF HAZARD WASTE,15.0,2.720334884e-06,0
21752 VC-DRIVE ON LEFT SIDE OF ROAD VIOLATION,15.0,2.720334884e-06,0
25541 CC-USE OF DEVICE/SCHEME/ETC TO DEFRAUD,15.0,2.720334884e-06,0
145 PC-DELAY TAKING BEFORE JUDGE,15.0,2.720334884e-06,0
ILLEGAL ENTRY,15.0,2.720334884e-06,0
308(A)(1)(A)(I) PC-KNOWLY FURN -21YR W/TOBACCO,15.0,2.720334884e-06,0
417.2(A) PC-MFG/ETC F/ARM REPLICA:COMM PURP,15.0,2.720334884e-06,0
FALSE INFORMATION TO PEACE OFFICER,15.0,2.720334884e-06,0
653.2(A) PC-HARASS/TORMENT/PUB PRSNL INFO,15.0,2.720334884e-06,0
505 PC-CARRIER EMBEZZLE PROPERTY,15.0,2.720334884e-06,0
464 PC-BURGLARY WITH EXPLOSIVES/ETC,15.0,2.720334884e-06,Property
11353(B) HS-HIRE/ETC MNR:SELL/ETC C/SUB/NARC,15.0,2.720334884e-06,0
4576(A) PC-DELIVER CELLPHONE/ETC:INMATE,15.0,2.720334884e-06,0
1701(F) BP-PRACTICE/ETC DENTISTRY W/O LIC/ETC,15.0,2.720334884e-06,0
288.2 PC-HARMFUL MATTER:SPEC CIRCUM,15.0,2.720334884e-06,0
261.2 PC-RAPE OF INCOMPETENT FEMALE,15.0,2.720334884e-06,Violent
243.4 PC-BATTERY/SCHOOL PEACE OFFICER,15.0,2.720334884e-06,0
211/12022 PC-ROBBERY WHILE ARMED,15.0,2.720334884e-06,0
18 1341 US-MAIL FRAUD/SWINDLES,15.0,2.720334884e-06,0
266H(B) PC-PIMPING FOR PROSTITUTE OVER 16,15.0,2.720334884e-06,0
372A PC-SPIT IN PUBLIC PLACE,15.0,2.720334884e-06,0
4160 VC-FAIL TO CHANGE ADDRESS ON REGISTRATION,15.0,2.720334884e-06,0
27500(A) PC-SELL/ETC FIREARM TO PROHIB PERSON,15.0,2.720334884e-06,0
29805(A) PC-CONV POSS/ETC FIREARM:SPEC PRIOR,15.0,2.720334884e-06,0
1800.7 IC-FURN/ETC BAIL BOND:CONSIDER PAY/ETC,15.0,2.720334884e-06,0
34660(A) VC-OPR MCOP W/SUSPEND PERMIT,15.0,2.720334884e-06,0
4501(B) PC-ASSLT W/FORCE CAUSE GBI BY PRISONER,15.0,2.720334884e-06,0
9940 BP-OPEN/OPERATE EMPLOYMNT AGENCY W/O LIC,15.0,2.720334884e-06,0
487G PC-STEAL/ETC ANY ANML F/SALE/RESEARCH/ETC,14.0,2.538979225e-06,0
113980 HS-MFG/SERVE/ETC FOOD IMPROPERLY,14.0,2.538979225e-06,0
496B PC-BUY LIBRARY BOOKS ILLEGALLY,14.0,2.538979225e-06,0
25400(F) PC-CCW LOADED NOT REGISTERED W/DOJ,14.0,2.538979225e-06,0
23336 VC-VEH XING/ETC:SIGN/REGULATION VIOL,14.0,2.538979225e-06,0
602.7 PC-SELL/ETC ON RAPID TRANSIT W/O CONSENT,14.0,2.538979225e-06,0
532A(3) PC-REAFFIRM FALSE FINANCIAL STATEMENT,14.0,2.538979225e-06,
12502(B) VC-NONRES:DRIVE W/O REQ MED CERT,14.0,2.538979225e-06,0
BENCH WARRANT/CHARGE UNSPECIFIED,14.0,2.538979225e-06,0
597S(A) PC-ABANDON ANIMAL,14.0,2.538979225e-06,0
CONV 647.6 PC/NO ARREST PRINTS RECEIVED CII,14.0,2.538979225e-06,0
308.2(A) PC-SELL IMPRPLY SEAL/LBLED CIGRTE,14.0,2.538979225e-06,0
10 886 US-AWOL:ABSENT FROM PLACE OF DUTY,14.0,2.538979225e-06,0
29004(A) VC-TOWED VEH:SAFETY CHAIN/ETC REQ,14.0,2.538979225e-06,0
11360(B) HS-SELL/TRANSPORT MARIJUANA W/PRIOR,14.0,2.538979225e-06,0
1001.5(A) WI-POSSESS/ETC C/SUB/ETC:CYA,14.0,2.538979225e-06,0
186.10 PC-MONEY LAUNDERING,14.0,2.538979225e-06,0
10851.5 VC-THEFT OF BINDER CHAINS,14.0,2.538979225e-06,0
313.1 PC-GIVE HARMFUL MATTER TO MINOR,14.0,2.538979225e-06,0
4463(C) VC-DISPLAY/ETC FAKE DISABLE PLAC:FRAUD,14.0,2.538979225e-06,0
12403.7(D) PC-MINOR POS/ETC:TR GAS/TR GAS WPN,14.0,2.538979225e-06,0
12403.7(A)(7)(A) PC-POSS TEAR GAS/WPN W/O PRMT,14.0,2.538979225e-06,0
602(K)(3) PC-TRESPASS:POSTED LAND:TAMPER LOCK,14.0,2.538979225e-06,0
653H(D) PC-SELL/ETC ILEGLY TRNSF SND RECORDING,14.0,2.538979225e-06,0
112(A) PC-MFG/ETC FALSE GOVERMENT DOCUMENT,14.0,2.538979225e-06,0
21106(B) VC-CROSS IN XWALK PROHIBITED BY SIGN,14.0,2.538979225e-06,0
21654(A) VC-SLOW VEHICLE IN LEFT LANE,14.0,2.538979225e-06,0
70(A) PC-ASK/GET/ETC GRATUITY/ETC:OFCL ACT,14.0,2.538979225e-06,0
11175 HS-POSS/ETC PRESCRIPTION FOR CONTRL SUB,14.0,2.538979225e-06,0
67.5(A) PC-BRIBE PUBLIC OFFICER/ETC,14.0,2.538979225e-06,0
136.1(C)(4) PC-PRVNT/DISUADE WIT/ETC FOR GAIN,14.0,2.538979225e-06,0
18 1028(A)(5) US-FRAUD:IDENTIFICATION DOCUMENT,14.0,2.538979225e-06,0
881(B) PC-FAIL TO APPEAR:WITNESS WARRANT,14.0,2.538979225e-06,0
226(A) LC-FAIL FURNISH WAGE/ETC STATEMENT:EMP,14.0,2.538979225e-06,0
12076(B)(1) PC-GIVE FALSE DATA:F/ARM REGISTER,14.0,2.538979225e-06,0
4326(B) BP-MISUSE OF HYPODERMIC NEEDLE/SYRINGE,14.0,2.538979225e-06,0
26500(A) PC-SELL/ETC FIREARMS WITHOUT LICENSE,14.0,2.538979225e-06,0
244.5 PC-ASSAULT WITH STUN GUN/TASER,14.0,2.538979225e-06,0
267 PC-ABDUCT MINOR FOR PROSTITUTION,14.0,2.538979225e-06,0
FALSE CITIZEN,14.0,2.538979225e-06,0
640.6(A)(1) PC-GRAFITI:PROPERTY DAMAGE -$250,14.0,2.538979225e-06,0
25189.5(D) HS-STORE/ETC HAZRD WASTE W/O PERMIT,14.0,2.538979225e-06,0
478 PC-COUNTERFEITING,14.0,2.538979225e-06,0
21204(B) VC-BIKE PASSENGER NOT SEATED,14.0,2.538979225e-06,0
290.01(A)(1) PC-FT REG:EMP/ETC REG WITH UNV PD,14.0,2.538979225e-06,0
EMBEZZLEMENT,14.0,2.538979225e-06,0
288A(C) PC-ORAL COPULATION BY FORCE/FEAR,14.0,2.538979225e-06,0
29900(B)(1) PC-POS/ETC F/ARM:SPEC PR:MNR-ADULT,13.0,2.357623566e-06,0
5411 PU-CHRTR-PARTY CARRIER EMP VIOLATION,13.0,2.357623566e-06,0
269(A) PC-AGG SEX ASSLT:CHILD -14 OR 10YS YNGR,13.0,2.357623566e-06,0
4532(A)(1) PC-ESC JAIL/ETC W/MISD:W/O FORCE,13.0,2.357623566e-06,0
INCORRIGIBLE,13.0,2.357623566e-06,0
243.4(C) PC-SEXUAL BATT:UNCONSCIOUS PERSON,13.0,2.357623566e-06,0
120275 HS-VIOLATE QUARANTINE/DISENFECT ORD/ETC,13.0,2.357623566e-06,0
148.4(1) PC-FALSE TAMPER W/FIRE ALARM,13.0,2.357623566e-06,0
532D PC-FRAUDULENT CHARITY SOLICITATION,13.0,2.357623566e-06,0
640A.2 PC-MFG/ETC SLUG FOR VENDING/SLOT MACH,13.0,2.357623566e-06,0
1331.5 PC-FTA:SUBPOENAED WIT:CONTEMPT,13.0,2.357623566e-06,0
"12700(B)(3) HS-POS DANG F/WRKS-100/+5,000PDS",13.0,2.357623566e-06,0
11503 HS-SALE IN LIEU OF NARCOTIC,13.0,2.357623566e-06,0
311.2(C) PC-POSS/DIST/ETC OBS MATR:MNR TO MNR,13.0,2.357623566e-06,0
593D(B) PC-UNAUTH MFG/ETC DECOD DEV:CBL TV/ETC,13.0,2.357623566e-06,0
23114(E) VC-AGGREGATE:FAIL TO COVER LOAD,13.0,2.357623566e-06,0
171B(A)(3) PC-POSS/ETC KNIFE:PUB BLDG/ETC,13.0,2.357623566e-06,0
538E PC-IMPERSONATE FIREMAN,13.0,2.357623566e-06,0
1052(F) FG-ALTER/MUTILATE/ETC LICENSE,13.0,2.357623566e-06,0
288A(C)(2)(B) PC-ORAL COP:-14 BY FORCE/INJURY,13.0,2.357623566e-06,0
171B(A) PC-POSS/ETC FIREARM IN COURT/ETC,13.0,2.357623566e-06,0
24402(A) VC-AUXILIARY DRIVING LAMP VIOLATION,13.0,2.357623566e-06,0
8 1251(A)(2)(A)(III) US-DEPORTATION:SPEC CIRC,13.0,2.357623566e-06,0
597.7(A) PC-ENDANGER ANIMAL:UNATTENDED CAR,13.0,2.357623566e-06,0
133 PC-DECEIVE WITNESS,13.0,2.357623566e-06,0
36 4.21(C) US-FED REG:OPR VEH EXCESS SPEED,13.0,2.357623566e-06,0
594.4(A) PC-DEFACE/ETC STRUCTURE:CHEM/ETC,13.0,2.357623566e-06,0
327 PC-ENDLESS CHAIN SCHEME,13.0,2.357623566e-06,0
420 PC-PREVENT ENTRY UPON PUBLIC LANDS,13.0,2.357623566e-06,0
14107.2(A) WI-SOLICIT/ETC KICKBACK/BRIBE/ETC,13.0,2.357623566e-06,0
535 PC-MOCK AUCTION,13.0,2.357623566e-06,0
502.6(B) PC-FRAUDULENT POSSES/USE KEENCODER,13.0,2.357623566e-06,0
330B(A) PC-MANUFACTURE/SELL ETC SLOT MACHINE,13.0,2.357623566e-06,0
11153(A)(1) HS-ISSUE/FILL ILLEGAL C/SUB PRESCR,13.0,2.357623566e-06,0
153 PC-COMPOUND/CONCEAL CRIME:TAKE MONEY/ETC,13.0,2.357623566e-06,0
15250(A) VC-DRIVE W/O COMMERCIAL VEH LICENSE,13.0,2.357623566e-06,0
286(C)(2)(C) PC-SODOMY BY FORCE/VIOL/FEAR +14,13.0,2.357623566e-06,0
214 WI-FAIL APPEAR JUV COURT/ETC AS PROMISED,13.0,2.357623566e-06,0
247 PC-SHOOT AT AIRCRAFT,13.0,2.357623566e-06,0
648A PC-HAVE/MFG/SELL SLUG LIKE U S COIN,13.0,2.357623566e-06,0
DELINQUENT,13.0,2.357623566e-06,0
6126(A) BP-UNAUTHORIZED ADVERTISE/PRACTICE LAW,13.0,2.357623566e-06,0
422.7(B) PC-VIOLATE CIVIL RIGHTS:PROP DAMAGE,13.0,2.357623566e-06,0
650.5 PC-COMMIT ACTS AGAINST PUBLIC PEACE,13.0,2.357623566e-06,0
14610(A)(2) VC-UNLAWFUL:LEND DRIV LIC,13.0,2.357623566e-06,0
6201 GC-DESTROY/ALTER/ETC PUBLIC RECORD/ETC,13.0,2.357623566e-06,0
7153(A) BP-HOME IMPROVEMNT SALESPERSON W/O REG,13.0,2.357623566e-06,0
1370.1 PC-DEVELOPMENTALLY DISABLED,13.0,2.357623566e-06,0
626.9(D) PC-DISCHARGE FIREARM:SCHOOL ZONE,13.0,2.357623566e-06,0
219.2 PC-THROW/ETC OBJECT AT TRAIN/ETC,13.0,2.357623566e-06,0
67.5 PC-BRIBE PUBLIC OFFICER,13.0,2.357623566e-06,0
4463(B)(1) VC-FORGE/ETC DISABLED PLACARD,13.0,2.357623566e-06,0
23106 VC-DUI ANY DRUG CAUSING INJURY,13.0,2.357623566e-06,0
626.8(A)(2) PC-REENTER W/IN 7DAYS/TOLD LEAVE,12.0,2.176267907e-06,0
626.8(A)(3) PC-CONT PATTERN UNAUTHORIZE ENTRY,12.0,2.176267907e-06,0
453 PC-POSSESS/MFG/DISPOSE DEVICE FOR ARSON,12.0,2.176267907e-06,Property
38320(A) VC-LITTERBUGGING FROM VEHICLE,12.0,2.176267907e-06,0
36 2.32(A)(2) US-FED REG:VIOLATE LAWFUL ORDER,12.0,2.176267907e-06,0
587.2 PC-PLACE OBJECT ON RAILROAD TRACK,12.0,2.176267907e-06,0
11353.7 HS-ADLT GVE/ETC C/SUB MIN UND 14 PB PK,12.0,2.176267907e-06,0
11153(A) HS-ISSUE/FILL ILLEGAL C/SUB PRESCRPTN,12.0,2.176267907e-06,0
502.7(C) PC-FRAUDULENT USE OF TEL/TEL,12.0,2.176267907e-06,0
42005(E) VC-FAIL TO ATTEND:TRAFFIC SCHOOL,12.0,2.176267907e-06,0
11530 HS-POSSESS MARIJUANA,12.0,2.176267907e-06,0
11374.5 HS-DISP OF HAZARDOUS CONTRL SUB/WASTE,12.0,2.176267907e-06,0
640(D)(4) PC-BLOCK MOVEMENT:SYSTEM FAC/VEH,12.0,2.176267907e-06,0
537C PC-UNAUTHORIZED ANIMAL/VEHICLE USE,12.0,2.176267907e-06,0
550(B)(1) PC-FLS/ETC INSURANC INFO FOR PAY/ETC,12.0,2.176267907e-06,0
48264 EC-TRUANT:ARREST AUTHORITY,12.0,2.176267907e-06,0
11150 HS-WRITE UNAUTHORIZED PRESCRIPTION,12.0,2.176267907e-06,0
5521.5 FG-ABALONE:RESTRICTED AREA:COMMERCIAL,12.0,2.176267907e-06,0
481 PC-FORGE RAILROAD/STEAMSHIP TICKET,12.0,2.176267907e-06,0
11557 HS-KEEP PLACE WHERE NARCOTICS USED/SOLD,12.0,2.176267907e-06,0
38020 VC-OFF HIGHWAY VEHICLE ID VIOLATION,12.0,2.176267907e-06,0
36 4.12 US-FED REG:TRAFFIC CNTL DEVICE VIOL,12.0,2.176267907e-06,0
646 PC-SOLICIT CLAIMS TO SUE OUT OF CALIF,12.0,2.176267907e-06,0
593D(A)(1) PC-KNOWNLY MAKE UNAUTH CBL/ETC CONN,12.0,2.176267907e-06,0
602(L)(2) PC-TRESPASS:POSTED LAND:DESTROY SIGN,12.0,2.176267907e-06,0
451.5(A) PC-AGGRAVATED ARSON,12.0,2.176267907e-06,Property
113920(A) HS-OPR FOOD FACILTY W/O VALID PERMIT,12.0,2.176267907e-06,0
593B PC-CLIMB ON ELECTRICAL POWER POLE,12.0,2.176267907e-06,0
538D(B)(1) PC-WEAR/EXHIBIT PO BADGE FRAUDLY,12.0,2.176267907e-06,0
592(A) PC-TAKE WATER:CANAL/ETC:MFG/ETC,12.0,2.176267907e-06,0
23153(D) VC-DUI:ALC .04:COMMERCIAL VEH:W/INJ,12.0,2.176267907e-06,0
1195 PC-FAIL APPEAR AFTER RELEASE:BAIL/ETC,12.0,2.176267907e-06,0
15656(A) WI-ALOW/ETC ELD/DEP ADL ABUSE:GBH/DTH,12.0,2.176267907e-06,0
171.5(C)(1) PC-UNLAW POS IN AIRPORT:FIREARM,12.0,2.176267907e-06,0
266I(A)(3) PC-PANDER:PROCR PRSN PLACE F/ PROST,12.0,2.176267907e-06,0
290(F) PC-FAIL TO NOTICE MOVE/ADDRESS,12.0,2.176267907e-06,0
25189.6(A) HS-RECKLESS TRANSP/ETC HAZ WASTE,12.0,2.176267907e-06,0
12309 PC-USE DEST DEVICE CAUSING BODILY INJURY,12.0,2.176267907e-06,0
220 PC-ASSAULT TO PENETRATE W/FOREIGN OBJECT,12.0,2.176267907e-06,0
12072(D) PC-UNLIC SELL/TRANSF/ETC CONC F/ARM,12.0,2.176267907e-06,0
220 PC-ASSAULT TO COMMIT GRAND LARCENY,12.0,2.176267907e-06,0
135.5 PC-ALT/ETC EVID:HARM PUB SAFETY OFFICER,12.0,2.176267907e-06,0
12355(A) PC-ASSEMBLE/PLACE/ETC BOOBYTRAP,12.0,2.176267907e-06,0
136(A) PC-PREVENT/DISSUADE WITNESS/VICTIM,12.0,2.176267907e-06,0
192(C)(4) PC-DUI VEH MANSL W/O GROSS NEGLIGENC,12.0,2.176267907e-06,0
25607 BP-LICENSEE POSSESS UNAUTHORIZED LIQUOR,12.0,2.176267907e-06,0
286(C)(2)(B) PC-SODOMY BY FORCE/VIOL/FEAR -14,12.0,2.176267907e-06,0
653F(C) PC-SOLICIT SPECIFIED SEX ACTS,12.0,2.176267907e-06,0
21113(A) VC-TRESPASS W/VEH ETC:PUB GROUNDS,12.0,2.176267907e-06,0
241.3 PC-ASLT ON TRANSPORTATION PRSNL/PASENGER,12.0,2.176267907e-06,0
"12700(B)(3) HS-POS DANG F/WORKS-100/+5,000 PDS",12.0,2.176267907e-06,0
22517 VC-VEHICLE DOOR OPEN TO TRAFFIC,12.0,2.176267907e-06,0
281(A) PC-BIGAMY,12.0,2.176267907e-06,0
EN ROUTE/HOLD FOR IMMIGRATION,12.0,2.176267907e-06,0
27900(A) VC-FOR HIRE VEH/ETC:ID DISPLAY VIOL,12.0,2.176267907e-06,0
7317 BP-PRACTICE/ETC COSMETOLOGY/ETC W/O LIC,12.0,2.176267907e-06,0
27000(A) VC-VEHICLE HORN VIOLATION,12.0,2.176267907e-06,0
18 471 US-FORGE/ETC U.S. SECURITIES/ETC,12.0,2.176267907e-06,0
STOLEN PROPERTY,12.0,2.176267907e-06,0
CAMP FAILURE,11.0,1.994912248e-06,0
32002(B) VC-TRANSPORT HAZ MAT W/O LICENSE,11.0,1.994912248e-06,0
25400(B) VC-DIFFUSED LIGHT:NO RED,11.0,1.994912248e-06,0
155.5(B) PC-SELL/ETC PROP:AVOID RESTITUTN/ETC,11.0,1.994912248e-06,0
148.1(B) PC-FALSE BOMB REPORT TO ANY PERSON,11.0,1.994912248e-06,0
289(D)(4) PC-SEX PEN:FRAUD MISREPRESENTATION,11.0,1.994912248e-06,0
417.26(A) PC-AIM/ETC LASER POINTERS AT PO,11.0,1.994912248e-06,0
25250 VC-25250 VC-ILLEGAL FLASHING LIGHTS,11.0,1.994912248e-06,0
243.5(A)(2) PC-ASLT/BAT:PO ARST W/RESN CAUSE,11.0,1.994912248e-06,0
128 PC-PERJURY:INNOCENT PERSON EXECUTED,11.0,1.994912248e-06,0
10851(B) VC-TAKE ON-CALL EMERGENCY/ETC VEH,11.0,1.994912248e-06,0
594.4(A) PC-DFACE/ETC STRUCTURE:CHEM/ETC,11.0,1.994912248e-06,0
152 PC-THREATEN WITNESS/VICTIM OF CRIME,11.0,1.994912248e-06,0
417.6(A) PC-EXHB DEADLY WPN:SER BOD INJ INTENT,11.0,1.994912248e-06,0
24510 PC-MFG/SALE/ETC F/ARM NOT RECOGNIZABLE,11.0,1.994912248e-06,0
1052(A) FG-UNLAWFUL TRANSFER LICENSE/TAG,11.0,1.994912248e-06,0
204 PC-MAYHEM,11.0,1.994912248e-06,0
25604 BP-UNLICENSED CLUB ROOM,11.0,1.994912248e-06,0
4050 BP-UNREG PERSON MFG/ETC PRESC/ETC,11.0,1.994912248e-06,0
12021.5(B) PC-MINOR POSSESS LIVE AMMUNITION,11.0,1.994912248e-06,0
653H PC-TRANSFER SOUND RECORDING W/O CONSENT,11.0,1.994912248e-06,0
640 PC-WIRETAPPING,11.0,1.994912248e-06,0
FAMILY OFFENSE,11.0,1.994912248e-06,0
597(C) PC-CRUELTY TO ANIMALS,11.0,1.994912248e-06,0
281 PC-BIGAMY,11.0,1.994912248e-06,0
18 3148(A) US-VIOL CONDITION OF RELEASE,11.0,1.994912248e-06,0
270.5(A) PC-PARENT REFUSE MINOR SHELTER/ETC,11.0,1.994912248e-06,0
18 473 US-POSS/ETC COUNTERFEIT MONEY/ETC,11.0,1.994912248e-06,0
597C PC-DRIVE UNREGISTERED DOCKED HORSE,11.0,1.994912248e-06,0
375 PC-OFFENSIVE MATTER IN PUBLIC PLACE,11.0,1.994912248e-06,0
626.9(I) PC-POSS/ETC FIREARM:UNIVERSITY/ETC,11.0,1.994912248e-06,0
38316 VC-RECKLESS DRIVING OFF-HWY VEHICLE,11.0,1.994912248e-06,0
186.26(C) PC-PHY VIO COERC/ETC ST GANG,11.0,1.994912248e-06,0
496C PC-COPY/ETC REALTY TITLE INFORMATION,11.0,1.994912248e-06,0
266C PC-INDUCE SEX/ACTS:FALSE REP/ETC:INT:FEAR,11.0,1.994912248e-06,0
287(C)(2)(A) PC-ORAL COP:USE OF FORCE/INJURY,11.0,1.994912248e-06,0
CONV 261(2) PC/NO ARREST PRINTS RECEIVED CII,11.0,1.994912248e-06,0
1090 GC-CONFLICT OF INTEREST:CONTRACT/SALE/ETC,11.0,1.994912248e-06,0
601 BP-ADVERTISEMENT:ABORTION,11.0,1.994912248e-06,0
121705 HS-CONCEAL INFO:RABIES EXPOSURE,11.0,1.994912248e-06,0
261.4 PC-RAPE BY THREAT,11.0,1.994912248e-06,Violent
CONTROLLED SUBSTANCE VIOLATION,11.0,1.994912248e-06,0
21235(C) VC-OPR MOTR SCOOTER W/O APPRVD HELMET,11.0,1.994912248e-06,0
1768.85(A) WI-BATT/GASSING PO/ETC EMPLOYEE,11.0,1.994912248e-06,0
5517 WI-MDSO INDETERMINATE COMMITMENT,11.0,1.994912248e-06,0
136.5 PC-CARRY DEADLY WPN:INT:INTMDATE WIT/VIC,11.0,1.994912248e-06,0
22523 VC-ABANDON VEHICLE ON HIGHWAY,11.0,1.994912248e-06,0
646.6 PC-SOLICIT INJ PRSN/ETC W/ACCIDENT PHOTO,11.0,1.994912248e-06,0
454 PC-ARSON DURING STATE OF INSURRECTN/EMERG,11.0,1.994912248e-06,Property
3002 FG-SHOOT BIRD/MAMMAL FROM VEHICLE/ETC,11.0,1.994912248e-06,0
22110(A) VC-VIOLATION:METHOD OF SIGNALING,11.0,1.994912248e-06,0
11175 HS-OBTAIN CONTRL SUB BY NONCONF PRESCR,11.0,1.994912248e-06,0
119(C) BP-DISPLAYS/ETC ANOTHER'S LICENSE,11.0,1.994912248e-06,0
4390.1 BP-POSS/COPY/ETC UNAUTH PRESCPTN BLANK,11.0,1.994912248e-06,0
12303.1(A) PC-CARRY EXPLO/ETC/DEV ON CARRIER,11.0,1.994912248e-06,0
4532(D) PC-ESCAPE:FAIL RETURN TO JAIL:WORK/ETC,11.0,1.994912248e-06,0
11162.5(B) HS-POSS COUNTRFT/ETC PRESCPTN BLANK,11.0,1.994912248e-06,0
44810 EC-WILLFUL INTERFERENCE W/CLASS CONDUCT,11.0,1.994912248e-06,0
21803(A) VC-FAIL TO YIELD UNTIL SAFE,11.0,1.994912248e-06,0
8101(A) HS-DAMAGE/ETC CEMETERY/MORTUARY PROP,11.0,1.994912248e-06,0
12303.1 PC-CARRY/ETC EXPLO/ETC/DEV ON CARRIER,11.0,1.994912248e-06,0
14403 BP-POSS/ETC TRADE NAME ITEM W/INT FRAUD,11.0,1.994912248e-06,0
23247(C) VC-START VEHICLE W/INTERLOCK DEVICE,11.0,1.994912248e-06,0
4463(B)(3) VC-FRAUD:POSS/ETC DISABLED PLACARD,11.0,1.994912248e-06,0
4304 FG-WASTE/ETC GAME MAMMAL/ETC FLESH,11.0,1.994912248e-06,0
290.012(B) PC-SVP FAIL 90 DAY UPDATE,11.0,1.994912248e-06,0
21800(D) VC-FAIL STOP/YIELD:INOPERATIVE SIGNAL,11.0,1.994912248e-06,0
12301 PC-DESTRUCTIVE DEVICE,11.0,1.994912248e-06,0
241.3 PC-ASSAULT ON TRANSPORTATION PERSONNEL,11.0,1.994912248e-06,0
SEXUAL ASSAULT,11.0,1.994912248e-06,Violent
8103(F)(1) WI-WEAPON RESTRICTION:MNTL PERSON,11.0,1.994912248e-06,0
22610(D) PC-MINOR -16 POSS STUN GUN:NO CONSENT,11.0,1.994912248e-06,0
4011.7 PC-ESCAPE W/VIOL/ETC:HOSPITLIZD PRISNR,10.0,1.813556589e-06,0
273AB(B) PC-ASLT:CHILD-8:GBI:PERM INJ,10.0,1.813556589e-06,0
483.5(B) PC-POSSESS DOC-MAKING DEVICE W/INTENT,10.0,1.813556589e-06,0
66499.30(B) GC-UNLAWFUL SELL/LEASE PROPERTY,10.0,1.813556589e-06,0
12316(C) PC-BRING AMMUNITION TO SCHOOL ZONE,10.0,1.813556589e-06,0
640.6(B)(1) PC-GRAFITI:PROP DAMAGE -$250:W/PR,10.0,1.813556589e-06,0
3000 FG-HUNTING:BIRD/GAME MAMMAL AT NIGHT,10.0,1.813556589e-06,0
36 2.32(A)(3)(I) US-FR:FALSE INFO/AUTH PERSON,10.0,1.813556589e-06,0
11162.5(A) HS-COUNTERFEIT/ETC PRESCPTN BLANKS,10.0,1.813556589e-06,0
288.2(B) PC-HARMFL MAT:EMAIL/ETC:SEDUCE MNR:PR,10.0,1.813556589e-06,0
12035(B)(2) PC-CRIM STORAGE F/ARM:SECOND DEG,10.0,1.813556589e-06,0
11359(D) HS-EMPLOY IND UNDER 21 TO SELL MARIJ,10.0,1.813556589e-06,0
273(C)(1) PC-PARNT REC BENE FOR INCOMP ADOPTN,10.0,1.813556589e-06,0
23127 VC-OPERATE UNAUTH MOTOR VEH:TRAILS/PATHS,10.0,1.813556589e-06,0
11175 HS-POSS/ETC NONCONFORMING PRESCRIPTION,10.0,1.813556589e-06,0
499D PC-TAKE AIRCRAFT W/O OWNER'S CONSENT,10.0,1.813556589e-06,0
23101(B) VC-DRUNK DRIVING NOT ON HIGHWAY,10.0,1.813556589e-06,0
120290 HS-WILFUL EXPOSURE:CONTAGIS/ETC DISEASE,10.0,1.813556589e-06,0
171.5(C)(12) PC-POS IN AIRPORT/ETC:AMMUNITION,10.0,1.813556589e-06,0
